enrollment_id,username,course_id
6018,cJcuhtji0eqLhfXtnFSDlw6v5huTlvOS,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
6026,qY3mO9VSgbSXrTZIckLWUEq4U741QpCT,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
6041,sD3rDh1CtXsAdfDDyFRBf917K7ELQzHQ,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd
6071,Hj4fYYa64lvHLVeQZBqs9EQ1OtgHTvl6,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
6193,FixP7IuJ80KsWtzMzcQsJZKOjLxDKZgC,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01
6195,PzXoGwLC1Wc9fp2FSg9WCVxYfOKqR6tz,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE
6228,ywdL3xkp7d2PSjbvnflAvIe7Wp6Q4SRe,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
6235,ywdL3xkp7d2PSjbvnflAvIe7Wp6Q4SRe,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
6236,ywdL3xkp7d2PSjbvnflAvIe7Wp6Q4SRe,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1
6266,sT9hGAnww95aeGvqwQpJlS3ORhWDT49F,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE
6301,4NUGABfnQkRS9FoH90Vgnhdha4tRSmOB,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
6338,0CuRIhBavvQKL5rTT1QWf2kztAfRXZug,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
6451,NqKjMSY6eOZQ1uSyzlPrquJVqzjvSO7O,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1
6497,QYNtwRXZGk0TiZU9fvvZmyYTg9wzmVe8,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
6588,FixP7IuJ80KsWtzMzcQsJZKOjLxDKZgC,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
6616,r5hJNp3FkX6JOBVI5bSeTBPneDl7PaKl,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt
6689,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt
6691,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
6692,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE
6694,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
6706,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01
6712,7FUJzRatex45Tiw3cL91Uz5fZD5gpQMy,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
6722,r5hJNp3FkX6JOBVI5bSeTBPneDl7PaKl,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
6759,o7nB1nybhMcFgLy31X3R6RDOK94b1Iaa,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
6771,AsYvTZR1ylqWCh3nfRxgHS2CzZpeou5v,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd
6786,BTSZE2PXdA7MkOyBKPCnqqHRa0lxJtHO,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
6795,CjuSkkkDMjiox2iJcbNK1MsuuNgkIqjP,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
6860,7fC3V6ivG07wUIMOmiYFzSlyjWvbYnYf,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1
6862,JtMmp5BCDQnYE7CMI3NvnX4aRCZsQW9K,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
6864,PrE64zhEuNh83grWL2cXaZZPY2nI1xUf,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE
6878,7fC3V6ivG07wUIMOmiYFzSlyjWvbYnYf,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
6879,7fC3V6ivG07wUIMOmiYFzSlyjWvbYnYf,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
6897,7fC3V6ivG07wUIMOmiYFzSlyjWvbYnYf,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt
6913,1pusTPLSLF5m0UuZqZkNpGlAq8VrQ1KA,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1
6915,V29AZJRcvBxCayax5I99yuRivRNPAZjj,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
6940,mZIaM3Lmux7GERtSm258BKPOSUYFlwyy,AXUJZGmZ0xaYSWazu8RQ1G5c76ECT1Kd
7034,ptoBkN66Bt2QtZB1aEXx1ZVYWGKSe4nx,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
7217,UaSh8dwx8gnofYbXlmpqj9uYDbpJ89pX,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
7235,jagu0OJDhWTGFhfCMk0ghqluLpW3kzdC,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
7290,o7nB1nybhMcFgLy31X3R6RDOK94b1Iaa,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE
7291,o7nB1nybhMcFgLy31X3R6RDOK94b1Iaa,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
7292,Yby0It9Tj4ASosIcvg72qeavqJKBNZLT,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt
7293,Yby0It9Tj4ASosIcvg72qeavqJKBNZLT,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
7302,Yby0It9Tj4ASosIcvg72qeavqJKBNZLT,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01
7303,Yby0It9Tj4ASosIcvg72qeavqJKBNZLT,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
7334,7xU2E6cTa6mG881c8oRm8DWW6TkGx6gu,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
7343,B9KqNNxXBxHFUsJnQKQysblL3f8zF7sg,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt
7344,B9KqNNxXBxHFUsJnQKQysblL3f8zF7sg,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
7351,B9KqNNxXBxHFUsJnQKQysblL3f8zF7sg,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01
7382,Ucr48Rnt4CA9YgbeIcM1jITCIMHtgMC0,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt
7396,8GKtgh5ojCBJDZIzab4pnG3eXm8mejoD,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
7435,t8qBiDTvOvYmrxcVIErRuEOf38tywm6t,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
7485,uUSTKM8g1hIskJbYHh1UiIQ6epHTSTNR,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
7488,uUSTKM8g1hIskJbYHh1UiIQ6epHTSTNR,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
7493,drUu3tyovHqnF7EAaPHayHDYbWMe2Od6,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
7650,mtW8rWxW2XwZIB5TM8b8gUVmE4UACp0R,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
7818,LMGbvXS3ZBgtTcKCRLMcqBHrfADBxwXe,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
7842,xwG9GgMrPHgbqqrlvclpGJMpSPdOCjxQ,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
7853,70BrIR23BcsI705EZj4LSyr7fHWI0Xjf,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
7934,IqKvJe25dkVPXW1pnYH97sOscXpVzHT8,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
7935,IqKvJe25dkVPXW1pnYH97sOscXpVzHT8,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz
7937,ywdL3xkp7d2PSjbvnflAvIe7Wp6Q4SRe,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
7962,mtW8rWxW2XwZIB5TM8b8gUVmE4UACp0R,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
7967,Wyji6pvgj7unEJ4mD7FWwu0Sma8fUdv4,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
8022,we9tWnySpl1G7k7FqyXPj8wmC2gUYK0W,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI
8160,eeYgUeHIQERDYwF1mxwVIZYsVaVSgwlV,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
8171,Agc8I1aREEPfi2PqA7NK0aenTcuvE1HC,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
8231,TTmbjhCeX7YmnFUettVVam4HwYq17paa,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
8252,HKDSRzc7MQzCfJsk49D6xFQK4oFHHvy7,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
8256,TTmbjhCeX7YmnFUettVVam4HwYq17paa,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ
8335,2tvGCUYYinrGZmVDaUEHPItUSSMqiKmY,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
8368,yZ9FndAKqVsKwZtO1B2JJJblefdbhZ02,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
8419,USLTnsAwagwK2c83KXd1SNEeENnzkTTo,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh
8435,j1jdy8OF5VQw4rqSYOkbK2pQplvvvz37,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
8506,yZ9FndAKqVsKwZtO1B2JJJblefdbhZ02,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE
8539,ApFdQQBcLqTLoA4wIvtlnnwFs4FrlVS1,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3
8569,ApFdQQBcLqTLoA4wIvtlnnwFs4FrlVS1,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
8645,HKDSRzc7MQzCfJsk49D6xFQK4oFHHvy7,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
8751,IZ5pWpBLzW50MjCCGxCjTz4w6DVz2MU3,H2lDW05SyKnwntZ6Fora76aPAEswcMa5
